DEBUG: General     , 1724590083249> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1724590946192> 0> mod "ToadTraits" overrides media/lua/shared/translate/ar/tooltip_ar.txt
LOG  : Mod         , 1724590946193> 0> mod "ToadTraits" overrides media/lua/shared/translate/ar/ui_ar.txt
LOG  : Mod         , 1724590946193> 0> mod "ToadTraits" overrides media/lua/shared/translate/ch/moodles_ch.txt
LOG  : Mod         , 1724590946193> 0> mod "ToadTraits" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590946194> 0> mod "ToadTraits" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1724590946194> 0> mod "ToadTraits" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1724590946194> 0> mod "ToadTraits" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1724590946195> 0> mod "ToadTraits" overrides media/lua/shared/translate/cn/moodles_cn.txt
LOG  : Mod         , 1724590946195> 0> mod "ToadTraits" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1724590946195> 0> mod "ToadTraits" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1724590946195> 0> mod "ToadTraits" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1724590946196> 0> mod "ToadTraits" overrides media/lua/shared/translate/de/sandbox_de.txt
LOG  : Mod         , 1724590946196> 0> mod "ToadTraits" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1724590946196> 0> mod "ToadTraits" overrides media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1724590946197> 0> mod "ToadTraits" overrides media/lua/shared/translate/en/moodles_en.txt
LOG  : Mod         , 1724590946197> 0> mod "ToadTraits" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590946197> 0> mod "ToadTraits" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590946198> 0> mod "ToadTraits" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1724590946198> 0> mod "ToadTraits" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1724590946198> 0> mod "ToadTraits" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1724590946198> 0> mod "ToadTraits" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1724590946199> 0> mod "ToadTraits" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1724590946199> 0> mod "ToadTraits" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1724590946199> 0> mod "ToadTraits" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1724590946200> 0> mod "ToadTraits" overrides media/lua/shared/translate/jp/moodles_jp.txt
LOG  : Mod         , 1724590946200> 0> mod "ToadTraits" overrides media/lua/shared/translate/jp/sandbox_jp.txt
LOG  : Mod         , 1724590946201> 0> mod "ToadTraits" overrides media/lua/shared/translate/jp/tooltip_jp.txt
LOG  : Mod         , 1724590946201> 0> mod "ToadTraits" overrides media/lua/shared/translate/jp/ui_jp.txt
LOG  : Mod         , 1724590946201> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1724590946201> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/moodles_ko.txt
LOG  : Mod         , 1724590946202> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/recipes_ko.txt
LOG  : Mod         , 1724590946202> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1724590946202> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1724590946203> 0> mod "ToadTraits" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1724590946203> 0> mod "ToadTraits" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1724590946203> 0> mod "ToadTraits" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1724590946204> 0> mod "ToadTraits" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1724590946204> 0> mod "ToadTraits" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1724590946204> 0> mod "ToadTraits" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1724590946205> 0> mod "ToadTraits" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1724590946205> 0> mod "ToadTraits" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1724590946205> 0> mod "ToadTraits" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1724590946205> 0> mod "ToadTraits" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1724590946206> 0> mod "ToadTraits" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1724590946206> 0> mod "ToadTraits" overrides media/lua/shared/translate/tr/sandbox_tr.txt
LOG  : Mod         , 1724590946206> 0> mod "ToadTraits" overrides media/lua/shared/translate/tr/tooltip_tr.txt
LOG  : Mod         , 1724590946207> 0> mod "ToadTraits" overrides media/lua/shared/translate/tr/ui_tr.txt
LOG  : Mod         , 1724590946230> 0> loading ToadTraitsDisableSpec
LOG  : Mod         , 1724590946231> 0> mod "ToadTraitsDisableSpec" overrides generic.png
LOG  : Mod         , 1724590946231> 0> mod "ToadTraitsDisableSpec" overrides icon.png
LOG  : Mod         , 1724590946231> 0> loading ToadTraitsDisablePrepared
LOG  : Mod         , 1724590946232> 0> mod "ToadTraitsDisablePrepared" overrides generic.png
LOG  : Mod         , 1724590946232> 0> mod "ToadTraitsDisablePrepared" overrides icon.png
LOG  : Mod         , 1724590946232> 0> loading MoreBuilds
LOG  : Mod         , 1724590946281> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1724590946282> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590946282> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1724590946282> 0> mod "MoreBuilds" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590946283> 0> mod "MoreBuilds" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1724590946283> 0> mod "MoreBuilds" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1724590946283> 0> mod "MoreBuilds" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590946284> 0> mod "MoreBuilds" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590946284> 0> mod "MoreBuilds" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590946284> 0> mod "MoreBuilds" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590946284> 0> mod "MoreBuilds" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1724590946285> 0> mod "MoreBuilds" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590946285> 0> mod "MoreBuilds" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1724590946285> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1724590946286> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1724590946286> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1724590946286> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1724590946287> 0> mod "MoreBuilds" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1724590946287> 0> mod "MoreBuilds" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590946288> 0> loading ModTemplate
LOG  : Mod         , 1724590946291> 0> loading ImprovisedFlooringPlus
LOG  : Mod         , 1724590946292> 0> loading ImprovisedFlooring
LOG  : Mod         , 1724590946296> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1724590946296> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/ch/itemname_ch.txt
LOG  : Mod         , 1724590946296> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/ch/moveables_ch.txt
LOG  : Mod         , 1724590946297> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1724590946297> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590946297> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1724590946298> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/en/moveables_en.txt
LOG  : Mod         , 1724590946298> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1724590946298> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590946299> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1724590946299> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/es/moveables_es.txt
LOG  : Mod         , 1724590946299> 0> mod "ImprovisedFlooring" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1724590946299> 0> mod "ImprovisedFlooring" overrides media/models_x/worlditems/magazine.fbx
LOG  : Mod         , 1724590946306> 0> loading ISA_41
LOG  : Mod         , 1724590946324> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1724590946325> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/ig_ui_ar.txt
LOG  : Mod         , 1724590946325> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/itemname_ar.txt
LOG  : Mod         , 1724590946325> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/moveables_ar.txt
LOG  : Mod         , 1724590946326> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/recipes_ar.txt
LOG  : Mod         , 1724590946326> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/sandbox_ar.txt
LOG  : Mod         , 1724590946326> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/stash_ar.txt
LOG  : Mod         , 1724590946326> 0> mod "ISA_41" overrides media/lua/shared/translate/ar/tooltip_ar.txt
LOG  : Mod         , 1724590946327> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/contextmenu_ca.txt
LOG  : Mod         , 1724590946327> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/ig_ui_ca.txt
LOG  : Mod         , 1724590946327> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/itemname_ca.txt
LOG  : Mod         , 1724590946328> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/moveables_ca.txt
LOG  : Mod         , 1724590946328> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/recipes_ca.txt
LOG  : Mod         , 1724590946328> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/sandbox_ca.txt
LOG  : Mod         , 1724590946329> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/stash_ca.txt
LOG  : Mod         , 1724590946329> 0> mod "ISA_41" overrides media/lua/shared/translate/ca/tooltip_ca.txt
LOG  : Mod         , 1724590946329> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1724590946330> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1724590946330> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/itemname_ch.txt
LOG  : Mod         , 1724590946330> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/moveables_ch.txt
LOG  : Mod         , 1724590946331> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1724590946331> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1724590946331> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/stash_ch.txt
LOG  : Mod         , 1724590946332> 0> mod "ISA_41" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1724590946332> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590946332> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590946333> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1724590946333> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/moveables_cn.txt
LOG  : Mod         , 1724590946333> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1724590946334> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1724590946334> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/stash_cn.txt
LOG  : Mod         , 1724590946334> 0> mod "ISA_41" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1724590946335> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/contextmenu_cs.txt
LOG  : Mod         , 1724590946335> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/ig_ui_cs.txt
LOG  : Mod         , 1724590946335> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/itemname_cs.txt
LOG  : Mod         , 1724590946335> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/moveables_cs.txt
LOG  : Mod         , 1724590946336> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/recipes_cs.txt
LOG  : Mod         , 1724590946336> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/sandbox_cs.txt
LOG  : Mod         , 1724590946336> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/stash_cs.txt
LOG  : Mod         , 1724590946337> 0> mod "ISA_41" overrides media/lua/shared/translate/cs/tooltip_cs.txt
LOG  : Mod         , 1724590946337> 0> mod "ISA_41" overrides media/lua/shared/translate/da/contextmenu_da.txt
LOG  : Mod         , 1724590946337> 0> mod "ISA_41" overrides media/lua/shared/translate/da/ig_ui_da.txt
LOG  : Mod         , 1724590946338> 0> mod "ISA_41" overrides media/lua/shared/translate/da/itemname_da.txt
LOG  : Mod         , 1724590946338> 0> mod "ISA_41" overrides media/lua/shared/translate/da/recipes_da.txt
LOG  : Mod         , 1724590946339> 0> mod "ISA_41" overrides media/lua/shared/translate/da/tooltip_da.txt
LOG  : Mod         , 1724590946339> 0> mod "ISA_41" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1724590946340> 0> mod "ISA_41" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1724590946340> 0> mod "ISA_41" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1724590946340> 0> mod "ISA_41" overrides media/lua/shared/translate/de/moveables_de.txt
LOG  : Mod         , 1724590946341> 0> mod "ISA_41" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1724590946341> 0> mod "ISA_41" overrides media/lua/shared/translate/de/sandbox_de.txt
LOG  : Mod         , 1724590946341> 0> mod "ISA_41" overrides media/lua/shared/translate/de/stash_de.txt
LOG  : Mod         , 1724590946342> 0> mod "ISA_41" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1724590946342> 0> mod "ISA_41" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590946342> 0> mod "ISA_41" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590946342> 0> mod "ISA_41" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1724590946343> 0> mod "ISA_41" overrides media/lua/shared/translate/en/moveables_en.txt
LOG  : Mod         , 1724590946343> 0> mod "ISA_41" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1724590946343> 0> mod "ISA_41" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590946344> 0> mod "ISA_41" overrides media/lua/shared/translate/en/stash_en.txt
LOG  : Mod         , 1724590946344> 0> mod "ISA_41" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1724590946344> 0> mod "ISA_41" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590946345> 0> mod "ISA_41" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590946345> 0> mod "ISA_41" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1724590946345> 0> mod "ISA_41" overrides media/lua/shared/translate/es/moveables_es.txt
LOG  : Mod         , 1724590946346> 0> mod "ISA_41" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1724590946346> 0> mod "ISA_41" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1724590946346> 0> mod "ISA_41" overrides media/lua/shared/translate/es/stash_es.txt
LOG  : Mod         , 1724590946346> 0> mod "ISA_41" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1724590946347> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/contextmenu_fi.txt
LOG  : Mod         , 1724590946347> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/ig_ui_fi.txt
LOG  : Mod         , 1724590946347> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/itemname_fi.txt
LOG  : Mod         , 1724590946348> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/moveables_fi.txt
LOG  : Mod         , 1724590946348> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/recipes_fi.txt
LOG  : Mod         , 1724590946348> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/sandbox_fi.txt
LOG  : Mod         , 1724590946349> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/stash_fi.txt
LOG  : Mod         , 1724590946349> 0> mod "ISA_41" overrides media/lua/shared/translate/fi/tooltip_fi.txt
LOG  : Mod         , 1724590946349> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590946350> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590946350> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1724590946350> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/moveables_fr.txt
LOG  : Mod         , 1724590946350> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1724590946351> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1724590946351> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/stash_fr.txt
LOG  : Mod         , 1724590946351> 0> mod "ISA_41" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1724590946352> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/contextmenu_hu.txt
LOG  : Mod         , 1724590946352> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/ig_ui_hu.txt
LOG  : Mod         , 1724590946352> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/itemname_hu.txt
LOG  : Mod         , 1724590946353> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/moveables_hu.txt
LOG  : Mod         , 1724590946353> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/recipes_hu.txt
LOG  : Mod         , 1724590946353> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/sandbox_hu.txt
LOG  : Mod         , 1724590946354> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/stash_hu.txt
LOG  : Mod         , 1724590946354> 0> mod "ISA_41" overrides media/lua/shared/translate/hu/tooltip_hu.txt
LOG  : Mod         , 1724590946354> 0> mod "ISA_41" overrides media/lua/shared/translate/id/contextmenu_id.txt
LOG  : Mod         , 1724590946355> 0> mod "ISA_41" overrides media/lua/shared/translate/id/ig_ui_id.txt
LOG  : Mod         , 1724590946355> 0> mod "ISA_41" overrides media/lua/shared/translate/id/itemname_id.txt
LOG  : Mod         , 1724590946355> 0> mod "ISA_41" overrides media/lua/shared/translate/id/moveables_id.txt
LOG  : Mod         , 1724590946356> 0> mod "ISA_41" overrides media/lua/shared/translate/id/recipes_id.txt
LOG  : Mod         , 1724590946356> 0> mod "ISA_41" overrides media/lua/shared/translate/id/sandbox_id.txt
LOG  : Mod         , 1724590946356> 0> mod "ISA_41" overrides media/lua/shared/translate/id/stash_id.txt
LOG  : Mod         , 1724590946356> 0> mod "ISA_41" overrides media/lua/shared/translate/id/tooltip_id.txt
LOG  : Mod         , 1724590946357> 0> mod "ISA_41" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1724590946357> 0> mod "ISA_41" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1724590946357> 0> mod "ISA_41" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1724590946358> 0> mod "ISA_41" overrides media/lua/shared/translate/it/moveables_it.txt
LOG  : Mod         , 1724590946358> 0> mod "ISA_41" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1724590946358> 0> mod "ISA_41" overrides media/lua/shared/translate/it/sandbox_it.txt
LOG  : Mod         , 1724590946359> 0> mod "ISA_41" overrides media/lua/shared/translate/it/stash_it.txt
LOG  : Mod         , 1724590946359> 0> mod "ISA_41" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1724590946359> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1724590946360> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/ig_ui_jp.txt
LOG  : Mod         , 1724590946360> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/itemname_jp.txt
LOG  : Mod         , 1724590946360> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/moveables_jp.txt
LOG  : Mod         , 1724590946360> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/recipes_jp.txt
LOG  : Mod         , 1724590946361> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/sandbox_jp.txt
LOG  : Mod         , 1724590946361> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/stash_jp.txt
LOG  : Mod         , 1724590946361> 0> mod "ISA_41" overrides media/lua/shared/translate/jp/tooltip_jp.txt
LOG  : Mod         , 1724590946362> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1724590946362> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1724590946362> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1724590946363> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/moveables_ko.txt
LOG  : Mod         , 1724590946363> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/recipes_ko.txt
LOG  : Mod         , 1724590946363> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1724590946363> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/stash_ko.txt
LOG  : Mod         , 1724590946364> 0> mod "ISA_41" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1724590946364> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/contextmenu_nl.txt
LOG  : Mod         , 1724590946364> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/ig_ui_nl.txt
LOG  : Mod         , 1724590946365> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/itemname_nl.txt
LOG  : Mod         , 1724590946365> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/moveables_nl.txt
LOG  : Mod         , 1724590946365> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/recipes_nl.txt
LOG  : Mod         , 1724590946366> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/sandbox_nl.txt
LOG  : Mod         , 1724590946366> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/stash_nl.txt
LOG  : Mod         , 1724590946366> 0> mod "ISA_41" overrides media/lua/shared/translate/nl/tooltip_nl.txt
LOG  : Mod         , 1724590946367> 0> mod "ISA_41" overrides media/lua/shared/translate/no/contextmenu_no.txt
LOG  : Mod         , 1724590946367> 0> mod "ISA_41" overrides media/lua/shared/translate/no/ig_ui_no.txt
LOG  : Mod         , 1724590946367> 0> mod "ISA_41" overrides media/lua/shared/translate/no/itemname_no.txt
LOG  : Mod         , 1724590946367> 0> mod "ISA_41" overrides media/lua/shared/translate/no/moveables_no.txt
LOG  : Mod         , 1724590946368> 0> mod "ISA_41" overrides media/lua/shared/translate/no/recipes_no.txt
LOG  : Mod         , 1724590946368> 0> mod "ISA_41" overrides media/lua/shared/translate/no/sandbox_no.txt
LOG  : Mod         , 1724590946368> 0> mod "ISA_41" overrides media/lua/shared/translate/no/stash_no.txt
LOG  : Mod         , 1724590946369> 0> mod "ISA_41" overrides media/lua/shared/translate/no/tooltip_no.txt
LOG  : Mod         , 1724590946369> 0> mod "ISA_41" overrides media/lua/shared/translate/ph/contextmenu_ph.txt
LOG  : Mod         , 1724590946369> 0> mod "ISA_41" overrides media/lua/shared/translate/ph/ig_ui_ph.txt
LOG  : Mod         , 1724590946371> 0> mod "ISA_41" overrides media/lua/shared/translate/ph/tooltip_ph.txt
LOG  : Mod         , 1724590946371> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1724590946371> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1724590946372> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1724590946372> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/moveables_pl.txt
LOG  : Mod         , 1724590946372> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1724590946373> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1724590946373> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/stash_pl.txt
LOG  : Mod         , 1724590946373> 0> mod "ISA_41" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1724590946374> 0> mod "ISA_41" overrides media/lua/shared/translate/pt/contextmenu_pt.txt
LOG  : Mod         , 1724590946374> 0> mod "ISA_41" overrides media/lua/shared/translate/pt/ig_ui_pt.txt
LOG  : Mod         , 1724590946374> 0> mod "ISA_41" overrides media/lua/shared/translate/pt/itemname_pt.txt
LOG  : Mod         , 1724590946375> 0> mod "ISA_41" overrides media/lua/shared/translate/pt/recipes_pt.txt
LOG  : Mod         , 1724590946376> 0> mod "ISA_41" overrides media/lua/shared/translate/pt/tooltip_pt.txt
LOG  : Mod         , 1724590946376> 0> mod "ISA_41" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1724590946376> 0> mod "ISA_41" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1724590946377> 0> mod "ISA_41" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
